Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
114.32,116.31,114.01,115.96,42929516.0,0.0,1.0,110.42340186438,112.34557269809,110.12396821691,112.00750245095,42929516.0
116.04,117.65,115.5,117.16,40884745.0,0.0,1.0,112.0847756503,113.63989878712,111.56318155472,113.16660044113,40884745.0
116.43,117.44,116.01,116.5,34560708.0,0.0,1.0,112.46148249711,113.43705663884,112.05579820054,112.52909654653,34560708.0
116.1,116.52,114.68,115.01,48286510.0,0.0,1.0,112.14273054981,112.54841484637,110.77113126143,111.08988320873,48286510.0
114.08,114.35,111.63,112.65,68501622.0,0.0,1.0,110.19158226634,110.45237931413,107.82509053639,108.81032382804,68501622.0
110.43,111.9,105.645,105.76,128275471.0,0.0,1.0,106.66599254621,108.08588758418,102.04408931037,102.15516953443,128275471.0
94.87,108.8,92.0,103.12,162206292.0,0.0,1.0,91.636355273559,105.09155110955,88.864179247048,99.605153956039,162206292.0
111.11,111.11,103.5,103.74,103601599.0,0.0,1.0,107.32281474065,107.32281474065,99.972201652929,100.20402125096,103601599.0
107.085,109.89,105.05,109.69,96774611.0,0.0,1.0,103.43500689859,106.14439845063,101.46936989024,105.95121545227,96774611.0
112.25,113.24,110.02,112.92,84616056.0,0.0,1.0,108.42395783132,109.38021367321,106.26996739957,109.07112087583,84616056.0
112.17,113.31,111.54,113.29,53164407.0,0.0,1.0,108.34668463197,109.44782772264,107.73815818713,109.42850942281,53164407.0
112.13,114.53,112.0,112.76,56229271.0,0.0,1.0,108.3080480323,110.62624401266,108.18247908336,108.91657447714,56229271.0
110.18,111.88,107.36,107.72,76845860.0,0.0,1.0,106.42451379826,108.06656928434,103.70063352134,104.04836291839,76845860.0
110.0,112.34,109.131,112.34,61888812.0,0.0,1.0,106.25064909973,108.51089018058,105.41126897184,108.51089018058,61888812.0
112.49,112.78,110.04,110.37,53233940.0,0.0,1.0,108.65577742935,108.93589277698,106.2892856994,106.6080376467,53233940.0
108.97,110.45,108.51,109.27,49996311.0,0.0,1.0,105.25575665816,106.68531084605,104.81143576193,105.54553115571,49996311.0
111.65,112.56,110.32,112.31,54843626.0,0.0,1.0,107.84440883623,108.72339147878,106.55974189711,108.48191273083,54843626.0
113.76,114.02,109.77,110.15,85010804.0,0.0,1.0,109.88248946896,110.13362736683,106.02848865161,106.3955363485,85010804.0
110.27,113.2825,109.9,112.57,62892831.0,0.0,1.0,106.51144614752,109.42126506037,106.15405760055,108.7330506287,62892831.0
111.79,114.21,111.76,114.21,49915473.0,0.0,1.0,107.97963693508,110.31715121528,107.95065948533,110.31715121528,49915473.0
116.58,116.89,114.86,115.31,58363431.0,0.0,1.0,112.60636974588,112.90580339334,110.94499595996,111.37965770627,58363431.0
115.93,116.53,114.42,116.28,43341155.0,0.0,1.0,111.9785250012,112.55807399629,110.51999336356,112.31659524833,43341155.0
116.25,116.54,115.44,116.41,37173489.0,0.0,1.0,112.28761779858,112.56773314621,111.50522665521,112.44216419727,37173489.0
115.66,116.49,113.715,113.92,64112641.0,0.0,1.0,111.71772795341,112.51943739662,109.83902329433,110.03703586765,64112641.0
112.21,114.3,111.87,113.45,74285291.0,0.0,1.0,108.38532123164,110.40408356454,108.05691013443,109.5830558215,74285291.0
113.67,115.37,113.66,115.21,50221965.0,0.0,1.0,109.7955571197,111.43761260578,109.78589796978,111.28306620709,50221965.0
113.38,114.18,112.5201,113.4,50346159.0,0.0,1.0,109.51544177207,110.28817376552,108.68485147061,109.5347600719,50346159.0
113.63,114.72,113.3,114.32,35756716.0,0.0,1.0,109.75692052002,110.8097678611,109.43816857272,110.42340186438,35756716.0
113.25,115.5,112.37,115.0,50219475.0,0.0,1.0,109.38987282313,111.56318155472,108.53986763033,111.08022405881,50219475.0
116.44,116.69,114.02,114.71,56151926.0,0.0,1.0,112.47114164702,112.71262039498,110.13362736683,110.80010871118,56151926.0
113.85,114.57,112.44,112.44,50782189.0,0.0,1.0,109.96942181822,110.66488061233,108.60748167976,108.60748167976,50782189.0
112.83,113.51,107.86,109.06,73365384.0,0.0,1.0,108.98418852657,109.641010721,104.18359101725,105.34268900742,73365384.0
110.17,111.54,108.73,109.95,65041596.0,0.0,1.0,106.41485464834,107.73815818713,105.02393706013,106.20235335014,65041596.0
109.07,109.62,107.31,109.58,63929100.0,0.0,1.0,105.35234815734,105.88360140284,103.65233777175,105.84496480317,63929100.0
108.01,111.0136,107.55,110.38,58019758.0,0.0,1.0,104.32847826602,107.22970053544,103.88415736978,106.61769679662,58019758.0
109.88,111.3698,109.07,110.78,52064743.0,0.0,1.0,106.13473930071,107.57375945552,105.35234815734,107.00406279335,52064743.0
110.63,111.74,109.765,111.31,48856977.0,0.0,1.0,106.85917554458,107.93134118549,106.02365907665,107.51599773901,48856977.0
111.74,111.77,109.41,110.78,46765550.0,0.0,1.0,107.93134118549,107.96031863525,105.68075925456,107.00406279335,46765550.0
110.19,110.19,108.21,109.5,61979577.0,0.0,1.0,106.43417294818,106.43417294818,104.52166126438,105.76769160382,61979577.0
110.0,112.28,109.49,112.12,52766140.0,0.0,1.0,106.25064909973,108.45293528107,105.75803245391,108.29838888238,52766140.0
112.73,112.75,111.44,111.6,30467204.0,0.0,1.0,108.88759702739,108.90691532722,107.64156668795,107.79611308664,30467204.0
110.82,112.45,110.68,111.79,33049256.0,0.0,1.0,107.04269939302,108.61714082968,106.90747129417,107.97963693508,33049256.0
111.29,111.52,109.56,110.21,44462449.0,0.0,1.0,107.49667943917,107.71883988729,105.82564650333,106.45349124801,44462449.0
110.93,112.1,110.49,111.86,37673452.0,0.0,1.0,107.14895004212,108.27907058254,106.72394744572,108.04725098451,37673452.0
111.78,112.0,110.53,111.04,39232609.0,0.0,1.0,107.96997778516,108.18247908336,106.76258404539,107.25520069122,39232609.0
