"No","Date","col1","col2","col3","col4","col5","col6","col7","col8","col9","col10","col11","sp500"
"234","2015-03-16",41.56,55.73,124.95,554.51,84.76,219502,145.98,78.07,101.06,373.35,25.45,2081.189941
"235","2015-03-17",41.695,55.91,127.04,550.84,84.08,218599.95,144.75,79.365,99.89,371.92,25.31,2074.280029
"236","2015-03-18",42.5,56.17,128.47,559.5,86.07,219699,146,80.91,101.46,375.135,25.64,2099.5
"237","2015-03-19",42.285,55.51,127.495,557.99,84.41,218000,144.88,82.75,101.69,373.24,25.33,2089.27002
"238","2015-03-20",42.88,56.01,125.9,560.36,84.54,218300,145.53,83.8,102.4,378.49,25.4,2108.100098
"239","2015-03-23",42.855,55.78,127.21,558.81,85.43,218646,145.56,84.43,102.98,375.11,25.47,2104.419922
"240","2015-03-24",42.9,55.35,126.69,570.19,84.52,217005,144.29,85.31,101.96,374.09,25.27,2091.5
"241","2015-03-25",41.46,54.54,123.38,558.785,84.86,217000,143.56,82.92,100.34,370.96,24.91,2061.050049
"242","2015-03-26",41.21,54.5,124.24,555.17,84.32,216240,143.03,83.01,100.14,367.35,24.8,2056.149902
"243","2015-03-27",40.97,54.12,123.25,548.34,83.58,217000.1,143.89,83.3,100.34,370.56,24.86,2061.02002
"244","2015-03-30",40.96,54.77,126.37,552.03,85.63,219700,145.98,83.195,101.55,374.59,25.12,2086.23999
"245","2015-03-31",40.655,54.4,124.43,548,85,217500,144.32,82.215,100.6,372.1,24.81,2067.889893
"246","2015-04-01",40.72,53.94,124.25,542.56,84.46,216300,143.45,81.665,99.15,370.255,24.84,2059.689941
"247","2015-04-02",40.29,54.37,125.32,535.53,84.3,216500,143.56,81.555,99.64,372.25,24.94,2066.959961
"248","2015-04-06",41.545,54.08,127.35,536.765,85.13,216275,143.76,82.44,99.16,377.04,25.18,2080.620117
"249","2015-04-07",41.53,54.02,126.01,537.02,85.75,215500,143.06,82.32,100.1,374.41,25.02,2076.330078
"250","2015-04-08",41.42,54,125.6,541.61,84.06,214828,143.28,82.275,100.16,381.2,25.01,2081.899902
"251","2015-04-09",41.48,54.19,126.56,540.78,84.65,215522.77,143.65,82.17,101.33,383.54,25.73,2091.179932
"252","2015-04-10",41.72,54.32,127.1,540.01,85.56,215211,143.5,82.04,102.06,382.65,28.51,2102.060059
"253","2015-04-13",41.76,54.59,126.85,539.17,85.34,215950,143.46,83.01,100.55,382.36,27.63,2092.429932
"254","2015-04-14",41.65,54.19,126.3,530.39,86.63,214420,142.75,83.515,100.52,385.11,27.73,2095.840088
"255","2015-04-15",42.255,54.81,126.78,532.53,88.08,214675.1,142.71,82.705,100.6,383.45,27.46,2106.629883
"256","2015-04-16",42.16,54.81,126.17,533.8,87.73,214350,142.1,82.31,99.79,386.04,27.28,2104.98999
"257","2015-04-17",41.615,54.05,124.75,524.05,86.93,212982,140.7,80.775,99.58,375.56,27.25,2081.179932
"258","2015-04-20",42.905,54.36,127.6,535.38,87.24,214100,142.09,83.09,100.21,389.51,27.02,2100.399902
"259","2015-04-21",42.635,54.28,126.91,533.97,86.88,213440,141.14,83.62,100.3,391.18,26.62,2097.290039
"260","2015-04-22",42.985,54.67,128.62,539.365,87.46,214789,141.99,84.63,100.43,389.8,26.91,2107.959961
"261","2015-04-23",43.34,54.86,129.67,547,87.54,214740,142.43,82.41,100.46,389.99,26.85,2112.929932
"262","2015-04-24",47.87,54.7,130.28,565.06,86.97,214490,142.09,81.53,101.08,445.1,26.8,2117.689941
"263","2015-04-27",48.03,54.97,132.65,555.37,87.01,212585,141.09,81.91,100.58,438.56,26.88,2108.919922
"264","2015-04-28",49.155,55.41,130.56,553.68,87.8,215150,142.52,80.68,100.74,429.31,27.12,2114.76001
"265","2015-04-29",49.06,55.46,128.64,549.08,87.87,214400,142.41,80.465,100.39,429.37,27.09,2106.850098
"266","2015-04-30",48.64,55.1,125.15,537.34,87.37,213400,141.21,78.77,99.2,421.78,27.08,2085.51001
"267","2015-05-01",48.655,55.19,128.95,537.9,88.85,215800,143.36,78.99,100.13,422.87,27.31,2108.290039
"268","2015-05-04",48.24,55.73,128.7,540.78,89.11,219290,146.15,78.81,100.35,423.04,27.27,2114.48999
"269","2015-05-05",47.6,55.72,125.8,530.8,88.61,218000.14,144.56,77.56,99.5,421.19,26.92,2089.459961
"270","2015-05-06",46.28,54.92,125.01,524.22,88.19,216620,143.78,78.1,99.17,419.1,26.81,2080.149902
"271","2015-05-07",46.7,54.81,125.26,530.7,87.6,218720,145.31,78.425,99.66,426.88,27.04,2088
"272","2015-05-08",47.75,56.05,127.62,538.22,88.99,222880,148.31,78.51,101.47,433.69,27.36,2116.100098
"273","2015-05-11",47.37,55.51,126.32,535.7,86.78,219550,146.17,78.01,101.03,432.85,26.92,2105.330078
"274","2015-05-12",47.35,55.47,125.865,529.04,87.02,217800,144.79,77.46,100.47,431.02,27.03,2099.120117
"275","2015-05-13",47.625,55.6,126.01,529.62,86.56,217200,144.26,78.44,100.55,426.87,27.21,2098.47998
"276","2015-05-14",48.72,56.04,128.95,538.4,86.97,219270,145.78,81.37,101.83,432.28,27.41,2121.100098
"277","2015-05-15",48.295,55.52,128.77,533.85,87.35,218640,145.26,80.42,102.3,426,27.27,2122.72998
"278","2015-05-18",48.01,55.75,130.19,532.3,86.85,219125.33,145.83,80.88,103.42,425.24,27.31,2129.199951
"279","2015-05-19",47.58,56.4,130.07,537.36,86.99,220400,146.54,80.63,103.96,421.71,27.35,2127.830078
"280","2015-05-20",47.58,56.08,130.06,539.27,87.13,219526,145.94,80.55,103.6,423.86,27.64,2125.850098
"281","2015-05-21",47.42,56.01,131.39,542.51,87.21,218279.99,145.27,80.48,102.42,431.63,27.72,2130.820068
"282","2015-05-22",46.9,56,132.54,540.11,86.52,217000,144.6,80.54,101.35,427.63,27.68,2126.060059
"283","2015-05-26",46.59,55.66,129.62,532.32,85.35,215700,143.63,79.335,100.82,425.47,27.52,2104.199951
"284","2015-05-27",47.61,56.07,132.045,539.79,85.11,217440,144.75,80.55,101.13,431.42,27.52,2123.47998
"285","2015-05-28",47.45,56.21,131.78,539.78,85.11,217580,144.74,80.145,101.15,426.57,27.63,2120.790039
"286","2015-05-29",46.86,55.96,130.28,532.11,85.2,214800,143,79.19,100.14,429.23,27.27,2107.389893
"287","2015-06-01",47.23,56.04,130.535,533.99,85.13,215400,143.35,80.29,100.04,430.92,27.28,2111.72998
"288","2015-06-02",46.92,56.18,129.96,539.18,85.14,214820,143.03,80.445,99.98,430.99,27.33,2109.600098
"289","2015-06-03",46.85,56.91,130.12,540.31,84.95,214600,143.19,82.44,100.09,436.59,27.53,2114.070068
"290","2015-06-04",46.36,56.14,129.36,536.7,84.22,212585.39,141.37,82.05,99.23,430.78,27.26,2095.840088
"291","2015-06-05",46.14,56.61,128.65,533.33,84.28,211560,140.76,82.14,98.59,426.95,27.29,2092.830078
"292","2015-06-08",45.73,56.12,127.8,526.83,84.85,210000,139.52,80.67,97.96,423.5,27.24,2079.280029
"293","2015-06-09",45.65,56.7,127.42,526.69,84.58,209700,139.63,80.67,98.21,425.48,27.33,2080.149902
"294","2015-06-10",46.61,57.21,128.88,536.69,85.21,211400,140.86,82.16,98.88,430.77,27.63,2105.199951
"295","2015-06-11",46.44,57.26,128.59,534.61,85.09,211940,141.36,81.83,99.24,432.97,27.51,2108.860107
"296","2015-06-12",45.97,57.09,127.17,532.33,84.02,210760,140.29,81.53,98.35,429.92,27.39,2094.110107
"297","2015-06-15",45.475,56.98,126.92,527.2,83.72,209300,139.4,80.71,97.49,423.67,27.21,2084.429932
"298","2015-06-16",45.83,57.22,127.6,528.15,84.68,209760,139.71,81.06,98.36,427.26,27.22,2096.290039
"299","2015-06-17",45.97,57.17,127.3,529.26,84.73,210150,139.97,81.79,98.73,427.81,27.27,2100.439941
"300","2015-06-18",46.72,57.7,127.88,536.73,85.48,214050,142.67,82.905,100.36,439.39,27.37,2121.23999
"301","2015-06-19",46.1,57.05,126.6,536.69,85.21,212199.9,140.96,82.51,99.86,434.92,27.24,2109.98999
"302","2015-06-22",46.23,57.91,127.61,538.19,85.17,212580,141.53,84.74,100.09,436.29,27.42,2122.850098
"303","2015-06-23",45.91,57.89,127.03,540.48,85.07,211900,141.33,87.88,99.78,445.99,27.55,2124.199951
"304","2015-06-24",45.635,57.54,128.11,537.84,84.68,210500,140.09,88.86,99.33,440.84,27.26,2108.580078
"305","2015-06-25",45.65,57.17,127.5,535.23,83.93,209600,139.45,87.98,99.12,440.1,27.04,2102.310059
"306","2015-06-26",45.26,57.44,126.75,531.69,83.86,209581,139.78,88.01,99.64,438.1,27.09,2101.48999
"307","2015-06-29",44.37,56.06,124.53,521.52,82.82,205000,136.51,85.8,97.68,429.86,26.64,2057.639893
"308","2015-06-30",44.15,56.24,125.425,520.51,83.2,205300,136.11,85.765,97.46,434.09,26.57,2063.110107
"309","2015-07-01",44.445,56.91,126.6,521.84,82.37,206365,137.52,86.91,98.47,437.39,26.66,2077.419922
"310","2015-07-02",44.4,56.74,126.44,523.4,83.14,205923,137.39,87.285,98.44,437.71,26.78,2076.780029
"311","2015-07-06",44.39,56.44,126,522.86,82.53,205500.01,136.89,87.55,98.2,436.04,26.31,2068.76001
"312","2015-07-07",44.3,56.25,125.69,525.02,82.87,208150,138.44,87.22,98.92,436.72,26.47,2081.340088
"313","2015-07-08",44.24,55.25,122.57,516.83,81.97,206186,136.9,85.65,97.77,429.7,25.89,2046.680054
"314","2015-07-09",44.52,55.5,120.07,520.68,81.6,207740.05,138.25,85.88,98.4,434.39,26.02,2051.310059
"315","2015-07-10",44.61,56.08,123.28,530.13,82.22,209800,139.73,87.95,99.53,443.51,26.27,2076.620117
"316","2015-07-14",45.62,57.25,125.61,561.1,83.11,211767,141.12,89.68,99.78,465.57,26.66,2108.949951
"317","2015-07-15",45.76,57.78,126.82,560.22,82.76,213800,142.61,89.76,100.42,461.19,26.77,2107.399902
"318","2015-07-16",46.66,58.17,128.51,579.85,82.91,215950,143.92,90.85,101.11,475.48,27.04,2124.290039
"319","2015-07-17",46.62,57.94,129.62,672.93,82.61,215960,143.88,94.97,100.08,483.01,27.24,2126.639893
"320","2015-07-20",46.92,58.05,132.07,663.02,81.76,216480,144.51,97.91,100.37,488.1,27.14,2128.280029
"321","2015-07-21",47.28,57.95,130.75,662.3,81.66,215796,143.6,98.39,100.34,488,26.85,2119.209961
"322","2015-07-22",45.54,58.52,125.22,662.1,81.79,215380,143.52,97.04,100.18,488.27,26.63,2114.149902
"323","2015-07-23",46.11,58.21,125.16,644.28,81.14,213520,142.18,95.44,100.2,482.18,26.26,2102.149902
"324","2015-07-24",45.94,57.78,124.5,623.56,79.94,212032.32,141.25,96.95,99.15,529.42,25.75,2079.649902
"325","2015-07-27",45.35,57.59,122.77,627.26,79.26,210725,140.72,94.17,98.28,531.41,25.95,2067.639893
"326","2015-07-28",45.34,57.4,123.38,628,82.48,215091,143.22,95.29,99.02,526.03,26.1,2093.25
"327","2015-07-29",46.29,57.96,122.99,631.93,83.14,214320,142.92,96.99,99.73,529,26.26,2108.570068
"328","2015-07-30",46.88,58.15,122.37,632.59,83.01,214745,142.85,95.21,99.84,536.76,26.12,2108.629883
"329","2015-07-31",46.7,57.87,121.3,625.61,79.21,214000,142.74,94.01,100.21,536.15,26.1,2103.840088
"330","2015-08-03",46.81,57.91,118.44,631.21,78.06,213500,142.33,94.14,100.02,535.03,25.87,2098.040039
"331","2015-08-04",47.54,57.82,114.64,629.25,77.17,214150,142.68,94.06,99.8,531.9,25.9,2093.320068
"332","2015-08-05",47.58,57.65,115.4,643.78,77.17,215201,143.5,96.44,100.52,537.01,26.1,2099.840088
"333","2015-08-06",46.62,57.53,115.13,642.68,78.09,215650,143.35,95.12,99.07,529.46,26.03,2083.560059
"334","2015-08-07",46.74,57.47,115.52,635.3,76.83,215462.76,143.55,94.3,98.85,522.62,25.79,2077.570068
"335","2015-08-10",47.33,57.94,119.72,633.73,78.75,215300,143.42,94.15,99.79,524,26.24,2104.179932
"336","2015-08-11",46.41,57.21,113.49,660.78,77.49,214500,142.8,93.62,99.01,527.46,25.71,2084.070068
"337","2015-08-12",46.74,56.72,115.24,659.56,78.79,213000,141.6,94.19,98.71,525.91,25.86,2086.050049
"338","2015-08-13",46.73,56.89,115.15,656.45,78.65,213185,141.95,93.43,98.48,529.66,25.79,2083.389893
"339","2015-08-14",47,57.33,115.96,657.12,78.36,213981,142.57,94.42,98.81,531.52,26.08,2091.540039
"340","2015-08-17",47.32,57.35,117.16,660.87,78.77,213300,142.32,93.93,99.87,535.22,26.21,2102.439941
"341","2015-08-18",47.27,57.54,116.5,656.13,77.9,212100,141.36,95.17,99.37,535.02,26.07,2096.919922
"342","2015-08-19",46.61,57.06,115.01,660.9,76.23,210660,140.47,95.31,99.31,532.92,25.73,2079.610107
"343","2015-08-20",45.66,56.12,112.65,646.83,74.57,207862,138.39,90.56,98.79,515.78,25.19,2035.72998
"344","2015-08-21",43.07,53.97,105.76,612.48,72.13,202500,134.22,86.06,95.56,494.47,24.59,1970.890015
"345","2015-08-24",41.68,51.25,103.12,589.61,68.72,197625.08,129.57,82.09,92.82,463.37,23.87,1893.209961
"346","2015-08-25",40.47,50.02,103.74,582.06,68.71,194199.9,127.74,83,90.73,466.37,23.27,1867.609985
"347","2015-08-26",42.71,52.3,109.69,628.62,72.5,200499.9,132.61,87.19,95.11,500.77,24.01,1940.51001
"348","2015-08-27",43.9,54.03,112.92,637.61,74.85,204940,136.23,89.73,96.22,518.37,25.01,1987.660034
"349","2015-08-28",43.93,53.54,113.29,630.38,75.07,205344,135.74,91.01,95.17,518.01,25.16,1988.869995
"350","2015-08-31",43.52,53.33,112.76,618.25,75.24,202531,134.04,89.43,93.98,512.89,24.82,1972.180054
"351","2015-09-01",41.82,50.99,107.72,597.79,72.08,198144.3,130.41,87.23,92.09,496.54,23.88,1913.849976
"352","2015-09-02",43.36,51.99,112.34,614.34,73.23,199360,132.22,89.89,93.35,510.55,24.57,1948.859985
"353","2015-09-03",43.5,52.43,110.37,606.25,73.79,199665,132.15,88.15,92.64,504.72,24.51,1951.130005
"354","2015-09-04",42.61,51.29,109.27,600.7,72.46,196501,129.64,88.26,91.31,499,24,1921.219971
"355","2015-09-08",43.89,52.93,112.31,614.66,73.5,200600,132.9,89.53,93.94,517.54,24.96,1969.410034
"356","2015-09-09",43.07,52.19,110.15,612.72,72,196875,130.59,90.44,92.22,516.89,24.55,1942.040039
"357","2015-09-10",43.29,52.56,112.57,621.35,72.52,197639,130.66,91.98,92.72,522.24,24.68,1952.290039
"358","2015-09-11",43.48,52.62,114.21,625.77,72.69,198329,131.37,92.05,92.93,529.44,24.95,1961.050049
"359","2015-09-14",43.04,52.77,115.31,623.24,72.49,197598,130.9,92.31,93.32,521.38,24.77,1953.030029
"360","2015-09-15",43.98,53.47,116.28,635.14,72.86,199305.05,132.26,92.9,94.4,522.37,25.3,1978.089966
"361","2015-09-16",44.3,53.72,116.41,635.98,74.3,199415,132.58,93.45,94.61,527.39,25.93,1995.310059
"362","2015-09-17",44.25,52.21,113.92,642.9,74.46,198100,131.47,94.34,94.84,538.87,25.35,1990.199951
"363","2015-09-18",43.48,51.04,113.45,629.25,72.68,192200,129.1,94.4,93.39,540.26,24.8,1958.030029
"364","2015-09-21",44.11,51.55,115.21,635.44,73.39,197022,130.98,95.55,93.13,548.39,25.09,1966.969971
"365","2015-09-22",43.9,50.69,113.4,622.69,72.74,195386,129.3,92.96,93.24,538.4,25.11,1942.73999
"366","2015-09-23",43.87,50.78,114.32,622.36,72.3,194479,129.16,93.97,92.99,536.07,25.14,1938.76001
"367","2015-09-24",43.91,50.55,115,625.8,72.73,193800,128.83,94.41,92.48,533.75,24.91,1932.23999
"368","2015-09-25",43.94,51.48,114.71,611.97,73.23,194620,129.64,92.77,91,524.25,24.92,1931.339966
"369","2015-09-28",43.29,50.37,112.44,594.89,72.6,193305,128.62,89.21,91.37,504.06,24.31,1881.77002
"370","2015-09-29",43.44,50.89,109.06,594.97,72.97,193621,128.81,86.67,93.04,496.07,24.57,1884.089966
"371","2015-09-30",44.2,51.35,109.95,608.42,74.35,195240,130.4,89.73,93.35,511.67,25.22,1920.030029
"372","2015-10-01",44.61,51.44,109.58,611.29,74.06,195739,129.88,90.95,93.17,520.72,25.19,1923.819946
"373","2015-10-02",45.57,51.26,110.38,626.91,75.88,195500,129.83,92.07,93.93,532.54,25.47,1951.359985
"374","2015-10-05",46.63,52.41,110.78,641.47,76.81,198561,132.38,94.01,94.76,543.68,26.82,1987.050049
"375","2015-10-06",46.75,52.03,111.31,645.44,77.89,196720,131.19,92.8,93.42,537.48,27.29,1979.920044
"376","2015-10-07",46.8,52.19,110.78,642.36,79.2,199000,132.68,92.4,94.98,541.94,27.77,1995.829956
"377","2015-10-08",47.45,52.54,109.5,639.16,80.03,200616,133.75,92.47,95.08,533.16,28.03,2013.430054
"378","2015-10-09",47.11,52.14,112.12,643.61,79.26,199650,133.03,93.24,95.37,539.8,28.07,2014.890015
"379","2015-10-12",47,52.18,111.6,646.67,79.3,2e+05,133.4,94.26,95.99,550.19,28.09,2017.459961
"380","2015-10-13",46.89,51.86,111.79,652.3,79.16,198578,132.19,94.12,95.45,548.9,27.87,2003.689941
"381","2015-10-14",46.68,51.5,110.21,651.16,80.16,196898.99,131.18,94.07,94.53,544.83,27.6,1994.23999
"382","2015-10-15",47.01,52.69,111.86,661.74,81.48,200499,133.8,95.96,97.15,562.44,28.03,2023.859985
"383","2015-10-16",47.51,52.88,111.04,662.2,82.48,200469,133.81,97.54,98.24,570.76,28.98,2033.109985
"384","2015-10-19",47.62,52.56,111.73,666.1,80.99,200695,133.62,98.47,97.94,573.15,28.99,2033.660034
"385","2015-10-20",47.77,53.08,113.77,650.28,80.83,201480,134.16,97,97.59,560.88,28.78,2030.77002
"386","2015-10-21",47.2,53.12,113.76,642.61,80.21,199900,133.22,97.11,97.63,555.77,28.85,2018.939941
"387","2015-10-22",48.03,54.06,115.5,651.79,82.89,206020,137.29,99.67,99.53,563.91,29.58,2052.51001
"388","2015-10-23",52.87,54.75,119.08,702,82.98,206584,137.78,102.19,100.31,599.03,29.51,2075.149902
"389","2015-10-26",54.25,54.29,115.28,712.78,81.22,205380,137,103.77,99.94,608.61,29.55,2071.179932
"390","2015-10-27",53.69,54.12,114.55,708.49,81.09,203280,135.63,103.7,100.19,611.01,29.46,2065.889893
"391","2015-10-28",53.98,55.45,119.27,712.95,82.28,206940,138.16,104.2,100.48,617.1,29.39,2090.350098
"392","2015-10-29",53.36,55.09,120.53,716.92,82.23,206816.92,137.89,104.88,101.37,626.55,29.34,2089.409912
"393","2015-10-30",52.64,54.14,119.5,710.81,82.74,204596,136.02,101.97,101.03,625.9,28.92,2079.360107
"394","2015-11-02",53.24,54.85,121.18,721.11,85.28,207745,138.4,103.31,102.17,628.35,29.4,2104.050049
"395","2015-11-03",54.15,54.93,122.57,722.16,86.85,206704,137.94,102.58,101.96,625.31,29.59,2109.790039
"396","2015-11-04",54.4,54.58,122,728.11,85.98,206120,137.43,103.94,101.94,640.95,29.54,2102.310059
"397","2015-11-05",54.38,54.86,120.92,731.25,84.81,204694,136.57,108.76,102.33,655.65,29.64,2099.929932
"398","2015-11-06",54.92,55.85,121.06,733.76,84.47,203100,136.33,107.095,101.92,659.37,29.92,2099.199951
"399","2015-11-09",54.16,55.47,120.57,724.89,81.95,201000,134,106.49,100.84,655.49,29.75,2078.580078
"400","2015-11-10",53.51,55.91,116.77,728.32,82.35,201754,134.73,107.91,101.45,659.68,30.12,2081.719971
"401","2015-11-11",53.65,55.8,116.11,735.4,81.62,202355,134.96,109.01,101.86,673.25,30.67,2075
"402","2015-11-12",53.32,55.17,115.72,731.23,79.41,199371,132.78,108.02,100.27,665.6,30.16,2045.969971
"403","2015-11-13",52.84,54.57,112.34,717,78.1,197825,131.96,103.95,99.88,642.35,30.28,2023.040039
"404","2015-11-16",53.765,55.27,114.175,728.96,80.9,199800,133.3,104.04,101.22,647.81,30.36,2053.189941
"405","2015-11-17",52.97,54.96,113.69,725.3,79.96,200045,133.09,105.13,101.5,643.3,30.32,2050.439941
"406","2015-11-18",53.85,55.67,117.29,740,80.74,204280,136.22,107.77,102.67,663.54,30.52,2083.580078
"407","2015-11-19",53.94,55.97,118.78,738.41,80.3,204901,136.63,106.26,102.49,661.27,30.27,2081.23999
"408","2015-11-20",54.19,55.82,119.3,756.6,79.79,204600,136.63,107.32,102.48,668.45,30.66,2089.169922
"409","2015-11-23",54.19,55.6,117.75,755.98,80.28,203779,135.99,106.95,102.77,678.99,30.59,2086.590088
"410","2015-11-24",54.25,55.28,118.88,748.28,81.88,203360,135.54,105.74,102.04,671.15,30.66,2089.139893
"411","2015-11-25",53.69,55.22,118.03,748.15,81.25,202285,135.13,105.41,101.96,675.34,30.36,2088.870117
"412","2015-11-27",53.93,55.39,117.81,750.26,81.23,201624,134.63,105.45,102.37,673.26,30.36,2090.110107
"413","2015-11-30",54.35,55.1,118.3,742.6,81.66,201360,134.09,104.24,101.24,664.8,29.94,2080.409912
"414","2015-12-01",55.22,55.71,117.34,767.04,81.89,204945,136.43,107.12,102.36,679.06,30.17,2102.629883
"415","2015-12-02",55.21,55.08,116.28,762.38,79.55,202930,135.27,106.07,102.05,676.01,29.97,2079.51001
"416","2015-12-03",54.2,54.2,115.2,752.54,78.41,198801,132.66,104.38,100.79,666.25,30.03,2049.620117
"417","2015-12-04",55.91,55.67,119.03,766.81,78.86,204500,136.48,106.18,102.95,672.64,30.49,2091.689941
"418","2015-12-07",55.81,55.42,118.28,763.25,76.8,203500,135.6,105.61,103.32,669.83,30.37,2077.070068
"419","2015-12-08",55.79,54.4,118.23,762.37,74.63,200105,133.36,106.49,102.42,677.33,30.19,2063.590088
"420","2015-12-09",54.98,54.12,115.62,751.61,75.63,197660,131.71,104.6,102.15,664.79,30.47,2047.619995
"421","2015-12-10",55.27,54.34,116.17,749.46,75.69,197505,131.71,105.42,102.64,662.32,30.65,2052.22998
"422","2015-12-11",54.06,53.31,113.18,738.87,74.34,195756.87,130.31,102.12,101.68,640.15,30.26,2012.369995
"423","2015-12-14",55.14,53.2,112.48,747.77,76.03,198040,132.02,104.66,102.15,657.91,30.26,2021.939941
"424","2015-12-15",55.2,54.91,110.49,743.4,79.43,202439.97,134.88,104.55,104.13,658.64,30.32,2043.410034
"425","2015-12-16",56.13,55.85,111.34,758.09,79.15,203800,135.88,106.79,105.25,675.77,30.98,2073.070068
"426","2015-12-17",55.7,55.47,108.98,749.43,77.96,201000,133.97,106.22,103.64,670.65,30.55,2041.890015
"427","2015-12-18",54.13,53.79,106.03,739.31,77.28,194720,129.53,104.04,101.95,664.14,30.28,2005.550049
"428","2015-12-21",54.83,54.02,107.33,747.77,77.26,196801,131.19,104.77,101.58,664.51,30.4,2021.150024
"429","2015-12-22",55.35,54.34,107.23,750,77.65,199680,133.14,105.51,102.71,663.15,30.49,2038.969971
"430","2015-12-23",55.82,55.04,108.61,750.31,80.19,2e+05,134.15,104.63,103.49,663.7,30.95,2064.290039
"431","2015-12-24",55.67,54.82,108.03,748.4,79.33,201137,133.89,105.02,103.72,662.79,30.83,2060.98999
"432","2015-12-28",55.95,54.68,106.82,762.51,78.74,199876,133.12,105.93,103.22,675.2,30.9,2056.5
"433","2015-12-29",56.55,55.29,108.74,776.6,79.16,200050,134.14,107.26,104.03,693.97,31.28,2078.360107
"434","2015-12-30",56.31,54.89,107.32,771,78.11,200081,133.26,106.22,103.78,689.07,31.05,2063.360107
"435","2015-12-31",55.48,54.36,105.26,758.88,77.95,197800,132.04,104.66,102.72,675.89,31.15,2043.939941
"436","2016-01-04",54.8,52.91,105.35,741.84,77.46,196295,130.75,102.22,100.48,636.99,30.71,2012.660034
"437","2016-01-05",55.05,52.89,102.71,742.58,78.12,196999.99,131.25,102.73,100.9,633.79,30.74,2016.709961
"438","2016-01-06",54.05,51.88,100.7,743.62,77.47,197415,131.33,102.97,100.39,632.65,30.25,1990.26001
"439","2016-01-07",52.17,50.4,96.45,726.39,76.23,195580,129.48,97.92,99.22,607.94,28.97,1943.089966
"440","2016-01-08",52.33,49.56,96.96,714.47,74.69,193900,128.33,97.33,98.16,607.05,28.45,1922.030029
"441","2016-01-11",52.3,50.09,98.53,716.03,73.69,193060.01,128.36,97.51,97.57,617.74,28.58,1923.670044
"442","2016-01-12",52.78,51.36,99.96,726.07,75.2,193999.99,128.8,99.37,98.24,617.89,28.64,1938.680054
"443","2016-01-13",51.64,49.73,97.39,700.56,75.65,190499.5,126.25,95.44,97.02,581.81,28.24,1890.280029
"444","2016-01-14",53.11,50.64,99.52,714.72,79.12,192250,128.07,98.37,98.89,593,29.06,1921.839966
"445","2016-01-15",50.99,48.82,97.13,694.45,77.58,190000,126.14,94.97,97,570.18,28.49,1880.329956
"446","2016-01-19",50.56,48.21,96.66,701.79,76.4,191700,127.76,95.26,97.5,574.48,28.49,1881.329956
"447","2016-01-20",50.79,47.87,96.79,698.45,73.18,188470,124.83,94.35,95.75,571.77,28,1859.329956
"448","2016-01-21",50.48,48.01,96.3,706.59,74.1,189455,125.62,94.16,95.94,575.02,28.59,1868.98999
"449","2016-01-22",52.29,49.02,101.42,725.25,76.57,191395.99,127.04,97.94,96.75,596.38,28.24,1906.900024
"450","2016-01-25",51.79,47.66,99.44,711.67,73.98,187001,124.13,97.01,96.4,596.53,28.04,1877.079956
"451","2016-01-26",52.17,48.26,99.99,713.04,76.7,189640,125.89,97.34,101.18,601.25,28.31,1903.630005
"452","2016-01-27",51.22,48.57,93.42,699.99,75.29,189091,125.19,94.45,102.16,583.35,28,1882.949951
"453","2016-01-28",52.055,48.92,94.09,730.96,76.99,188300,126.01,109.11,102.27,635.35,28.21,1893.359985
"454","2016-01-29",55.09,50.23,97.34,742.95,77.85,194360.05,129.77,112.21,104.44,587,29.1,1940.23999
"455","2016-02-01",54.71,49.94,96.43,752,76.29,194759,128.66,115.09,104.37,574.81,28.64,1939.380005
"456","2016-02-02",53,48.83,94.48,764.65,74.59,189902,125.7,114.61,103.41,552.1,28.24,1903.030029
"457","2016-02-03",52.16,47.6,96.35,726.95,78.48,189861,126.24,112.69,104.14,531.07,28.67,1912.530029
"458","2016-02-04",52,48.25,96.6,708.01,79.83,192200,127.44,110.49,103.9,536.26,29.18,1915.449951
"459","2016-02-05",50.16,47.86,94.02,683.57,80.08,190820,126.56,104.07,100.54,502.13,28.54,1880.050049
"460","2016-02-08",49.41,46.5,95.01,682.74,81.16,191255.04,126.78,99.75,102,488.1,28.17,1853.439941
"461","2016-02-09",49.28,46.45,94.99,678.11,80.08,192635,127.72,99.54,101.97,482.07,28.28,1852.209961
"462","2016-02-10",49.71,46.17,94.27,684.12,79.35,190520,126.58,101,101.73,490.48,28.3,1851.859985
"463","2016-02-11",49.69,45.16,93.7,683.11,79.6,190000,125.09,101.91,101.7,503.82,27.45,1829.079956
"464","2016-02-12",50.5,47.31,93.99,682.4,81.03,193999,128.07,102.01,101.82,507.08,28.26,1864.780029
"465","2016-02-16",51.09,48.24,96.64,691,81.22,193465,128.56,101.61,102.32,521.1,28.86,1895.579956
"466","2016-02-17",52.42,48.13,98.12,708.4,82,195903,130.26,105.2,102.5,534.1,29.34,1926.819946
"467","2016-02-18",52.19,47.73,96.26,697.35,82.45,196025,130.86,103.47,104.24,525,29.08,1917.829956
"468","2016-02-19",51.82,48.09,96.04,700.91,82.5,197310.25,131.05,104.57,104.16,534.9,29.02,1917.780029
"469","2016-02-22",52.65,49.19,96.88,706.46,82.39,198650,131.99,107.16,104.75,559.5,29.41,1945.5
"470","2016-02-23",51.18,48.1,94.69,695.85,81.23,196502,130.74,105.46,104.08,552.94,29.22,1921.27002
